id,X,Y,Z,formation
k1807,245495,6710047,45.915,kallio
k1808,245517,6710047,46.764,kallio
k1809,245539,6710047,45.73,kallio
k1810,245561,6710047,44.397,kallio
k1811,245583,6710047,43.282,kallio
k1812,245407,6710025,44.269,kallio
k1813,245429,6710025,44.844,kallio
k1814,245451,6710025,45.67,kallio
k1815,245473,6710025,46.064,kallio
k1816,245495,6710025,45.811,kallio
k1817,245517,6710025,45.194,kallio
k1818,245539,6710025,44.318,kallio
k1819,245561,6710025,43.567,kallio
k1820,245407,6710003,44.046,kallio
k1821,245429,6710003,44.51,kallio
k1822,245451,6710003,47.454,kallio
k1823,245473,6710003,48.753,kallio
k1824,245495,6710003,46.652,kallio
k1825,245517,6710003,45.511,kallio
k1826,245539,6710003,44.566,kallio
k1827,245561,6710003,43.34,kallio
k1828,245407,6709981,43.703,kallio
k1829,245429,6709981,46.365,kallio
k1830,245451,6709981,48.764,kallio
k1831,245473,6709981,51.077,kallio
k1832,245495,6709981,50.106,kallio
k1833,245517,6709981,49.466,kallio
k1834,245539,6709981,47.632,kallio
k1835,245561,6709981,45.913,kallio
k1836,245583,6709981,45.16,kallio
k1837,245605,6709981,43.421,kallio
k1838,245627,6709981,42.649,kallio
k1839,245649,6709981,42.392,kallio
k1840,245407,6709959,43.674,kallio
k1841,245429,6709959,45.273,kallio
k1842,245451,6709959,46.987,kallio
k1843,245473,6709959,48.088,kallio
k1844,245495,6709959,48.717,kallio
k1845,245517,6709959,47.921,kallio
k1846,245539,6709959,46.376,kallio
k1847,245561,6709959,45.787,kallio
k1848,245583,6709959,45.621,kallio
k1849,245605,6709959,44.235,kallio
k1850,245627,6709959,44.054,kallio
k1851,245649,6709959,43.919,kallio
k1852,245671,6709959,41.353,kallio
k1853,245693,6709959,40.186,kallio
k1854,245715,6709959,40.725,kallio
k1855,245429,6709937,42.723,kallio
k1856,245451,6709937,44.166,kallio
k1857,245473,6709937,44.766,kallio
k1858,245495,6709937,45.382,kallio
k1859,245517,6709937,45.845,kallio
k1860,245539,6709937,45.146,kallio
k1861,245561,6709937,45.081,kallio
k1862,245583,6709937,44.175,kallio
k1863,245605,6709937,43.618,kallio
k1864,245627,6709937,43.445,kallio
k1865,245649,6709937,43.576,kallio
k1866,245671,6709937,42.819,kallio
k1867,245693,6709937,41.778,kallio
k1868,245715,6709937,40.5,kallio
k1869,245737,6709937,40.479,kallio
k1870,245759,6709937,42.479,kallio
k1871,245627,6709915,42.394,kallio
k1872,245649,6709915,42.198,kallio
k1873,245671,6709915,41.889,kallio
k1874,245693,6709915,41.95,kallio
k1875,245715,6709915,42.15,kallio
k1876,245737,6709915,40.391,kallio
k1877,245759,6709915,40.399,kallio
k1878,245693,6709893,40.648,kallio
k1879,245715,6709893,40.582,kallio
k1880,245633,6709003,36.72,kallio
k1881,245655,6709003,38.651,kallio
k1882,245677,6709003,39.334,kallio
k1883,245699,6709003,40.353,kallio
k1884,245721,6709003,42.542,kallio
k1885,245743,6709003,41.719,kallio
k1886,245545,6708981,33.599,kallio
k1887,245567,6708981,34.234,kallio
k1888,245589,6708981,36.785,kallio
k1889,245611,6708981,38.576,kallio
k1890,245633,6708981,41.038,kallio
k1891,245655,6708981,42.968,kallio
k1892,245677,6708981,43.209,kallio
k1893,245699,6708981,43.194,kallio
k1894,245721,6708981,44.343,kallio
k1895,245743,6708981,44.07,kallio
k1896,245765,6708981,42.488,kallio
k1897,245501,6708959,35.287,kallio
k1898,245523,6708959,37.02,kallio
k1899,245545,6708959,37.313,kallio
k1900,245567,6708959,39.735,kallio
k1901,245589,6708959,40.296,kallio
k1902,245611,6708959,42.094,kallio
k1903,245633,6708959,46.392,kallio
k1904,245655,6708959,45.764,kallio
k1905,245677,6708959,45.746,kallio
k1906,245699,6708959,44.931,kallio
k1907,245721,6708959,44.224,kallio
k1908,245743,6708959,43.911,kallio
k1909,245765,6708959,42.89,kallio
k1910,245479,6708937,36.005,kallio
k1911,245501,6708937,41.013,kallio
k1912,245523,6708937,42.962,kallio
k1913,245545,6708937,43.834,kallio
k1914,245567,6708937,44.409,kallio
k1915,245589,6708937,44.177,kallio
k1916,245611,6708937,45.127,kallio
k1917,245633,6708937,45.979,kallio
k1918,245655,6708937,46.572,kallio
k1919,245677,6708937,46.101,kallio
k1920,245699,6708937,45.711,kallio
k1921,245721,6708937,44.727,kallio
k1922,245743,6708937,44.074,kallio
k1923,245765,6708937,42.422,kallio
k1924,245479,6708915,38.036,kallio
k1925,245501,6708915,40.896,kallio
k1926,245523,6708915,42.827,kallio
k1927,245545,6708915,44.175,kallio
k1928,245567,6708915,44.955,kallio
k1929,245589,6708915,45.211,kallio
k1930,245611,6708915,45.663,kallio
k1931,245633,6708915,46.075,kallio
k1932,245655,6708915,46.137,kallio
k1933,245677,6708915,47.371,kallio
k1934,245699,6708915,46.346,kallio
k1935,245721,6708915,46.026,kallio
k1936,245743,6708915,44.315,kallio
k1937,245765,6708915,41.595,kallio
k1938,245457,6708893,36.088,kallio
k1939,245479,6708893,38.104,kallio
k1940,245501,6708893,40.737,kallio
k1941,245523,6708893,42.048,kallio
k1942,245545,6708893,43.013,kallio
k1943,245567,6708893,43.94,kallio
k1944,245589,6708893,44.843,kallio
k1945,245611,6708893,44.419,kallio
k1946,245633,6708893,45.348,kallio
k1947,245655,6708893,45.775,kallio
k1948,245677,6708893,45.64,kallio
k1949,245699,6708893,45.246,kallio
k1950,245721,6708893,44.933,kallio
k1951,245743,6708893,42.256,kallio
k1952,245347,6708871,30.614,kallio
k1953,245369,6708871,31.624,kallio
k1954,245391,6708871,32.638,kallio
k1955,245413,6708871,34.605,kallio
k1956,245435,6708871,37.087,kallio
k1957,245457,6708871,37.585,kallio
k1958,245479,6708871,40.606,kallio
k1959,245501,6708871,42.703,kallio
k1960,245523,6708871,41.402,kallio
k1961,245545,6708871,42.051,kallio
k1962,245567,6708871,42.341,kallio
k1963,245589,6708871,43.285,kallio
k1964,245611,6708871,42.993,kallio
k1965,245633,6708871,42.252,kallio
k1966,245655,6708871,42.014,kallio
k1967,245677,6708871,41.709,kallio
k1968,245699,6708871,42.446,kallio
k1969,245721,6708871,41.808,kallio
k1970,245303,6708849,32.932,kallio
k1971,245325,6708849,36.729,kallio
k1972,245347,6708849,38.972,kallio
k1973,245369,6708849,38.879,kallio
k1974,245391,6708849,41.139,kallio
k1975,245413,6708849,41.25,kallio
k1976,245435,6708849,40.853,kallio
k1977,245457,6708849,40.857,kallio
k1978,245479,6708849,42.151,kallio
k1979,245501,6708849,41.508,kallio
k1980,245523,6708849,41.441,kallio
k1981,245545,6708849,42.031,kallio
k1982,245567,6708849,40.264,kallio
k1983,245259,6708827,31.184,kallio
k1984,245281,6708827,33.389,kallio
k1985,245303,6708827,36.623,kallio
k1986,245325,6708827,41.51,kallio
k1987,245347,6708827,42.978,kallio
k1988,245369,6708827,43.188,kallio
k1989,245391,6708827,43.322,kallio
k1990,245413,6708827,42.153,kallio
k1991,245435,6708827,41.206,kallio
k1992,245457,6708827,40.694,kallio
k1993,245479,6708827,40.5,kallio
k1994,245501,6708827,40.155,kallio
k1995,245193,6708805,31.039,kallio
k1996,245215,6708805,32.597,kallio
k1997,245237,6708805,33.406,kallio
k1998,245259,6708805,34.709,kallio
k1999,245281,6708805,36.453,kallio
k2000,245303,6708805,38.478,kallio
k2001,245325,6708805,41.264,kallio
k2002,245347,6708805,43.082,kallio
k2003,245369,6708805,43.746,kallio
k2004,245391,6708805,43.901,kallio
k2005,245413,6708805,41.861,kallio
k2006,245435,6708805,40.534,kallio
k2007,245457,6708805,39.429,kallio
k2008,245039,6708783,32.836,kallio
k2009,245061,6708783,32.668,kallio
k2010,245083,6708783,30.554,kallio
k2011,245105,6708783,30.372,kallio
k2012,245127,6708783,32.905,kallio
k2013,245149,6708783,33.076,kallio
k2014,245171,6708783,32.612,kallio
k2015,245193,6708783,33.365,kallio
k2016,245215,6708783,34.083,kallio
k2017,245237,6708783,35.276,kallio
k2018,245259,6708783,36.454,kallio
k2019,245281,6708783,37.601,kallio
k2020,245303,6708783,39.113,kallio
k2021,245325,6708783,40.181,kallio
k2022,245347,6708783,41.701,kallio
k2023,245369,6708783,42.589,kallio
k2024,245391,6708783,42.735,kallio
k2025,245413,6708783,42.232,kallio
k2026,245435,6708783,39.842,kallio
k2027,245039,6708761,34.575,kallio
k2028,245061,6708761,35.892,kallio
k2029,245083,6708761,34.104,kallio
k2030,245105,6708761,34.128,kallio
k2031,245127,6708761,34.194,kallio
k2032,245149,6708761,34.727,kallio
k2033,245171,6708761,34.649,kallio
k2034,245193,6708761,34.797,kallio
k2035,245215,6708761,35.134,kallio
k2036,245237,6708761,36.365,kallio
k2037,245259,6708761,37.832,kallio
k2038,245281,6708761,38.41,kallio
k2039,245303,6708761,38.205,kallio
k2040,245325,6708761,38.345,kallio
k2041,245347,6708761,39.521,kallio
k2042,245369,6708761,40.201,kallio
k2043,245391,6708761,40.69,kallio
k2044,245413,6708761,39.765,kallio
k2045,245435,6708761,39.145,kallio
k2046,245061,6708739,33.09,kallio
k2047,245083,6708739,33.026,kallio
k2048,245105,6708739,33.662,kallio
k2049,245127,6708739,34.084,kallio
k2050,245149,6708739,34.406,kallio
k2051,245171,6708739,34.679,kallio
k2052,245193,6708739,34.722,kallio
k2053,245215,6708739,35.147,kallio
k2054,245237,6708739,36.695,kallio
k2055,245259,6708739,37.721,kallio
k2056,245281,6708739,37.859,kallio
k2057,245303,6708739,37.088,kallio
k2058,245325,6708739,37.007,kallio
k2059,245347,6708739,37.624,kallio
k2060,245369,6708739,38.279,kallio
k2061,245391,6708739,38.246,kallio
k2062,245413,6708739,36.964,kallio
k2063,245061,6708717,29.99,kallio
k2064,245083,6708717,31.015,kallio
k2065,245105,6708717,33.781,kallio
k2066,245127,6708717,34.261,kallio
k2067,245149,6708717,35.502,kallio
k2068,245171,6708717,34.35,kallio
k2069,245193,6708717,33.828,kallio
k2070,245215,6708717,34.273,kallio
k2071,245237,6708717,34.926,kallio
k2072,245259,6708717,35.665,kallio
k2073,245281,6708717,35.676,kallio
k2074,245303,6708717,35.287,kallio
k2075,245325,6708717,34.901,kallio
k2076,245083,6708695,32.671,kallio
k2077,245105,6708695,33.787,kallio
k2078,245127,6708695,33.926,kallio
k2079,245149,6708695,34.304,kallio
k2080,245171,6708695,33.908,kallio
k2081,245193,6708695,34.519,kallio
k2082,245215,6708695,33.505,kallio
k2083,245237,6708695,32.535,kallio
k2084,245259,6708695,32.851,kallio
k2085,245281,6708695,33.074,kallio
k2086,245083,6708673,31.048,kallio
k2087,245105,6708673,32.168,kallio
k2088,245127,6708673,32.74,kallio
k2089,245149,6708673,33.302,kallio
k2090,245171,6708673,33.506,kallio
k2091,245193,6708673,33.947,kallio
k2092,245105,6708651,30.926,kallio
k2093,245127,6708651,32.203,kallio
k2094,245149,6708651,32.782,kallio
k2095,245171,6708651,32.887,kallio
k2096,246343,6708951,30.255,kallio
k2097,246277,6708929,33.498,kallio
k2098,246299,6708929,33.567,kallio
k2099,246321,6708929,33.643,kallio
k2100,246343,6708929,32.943,kallio
k2101,246365,6708929,32.089,kallio
k2102,246387,6708929,29.086,kallio
k2103,246233,6708907,29.303,kallio
k2104,246255,6708907,31.611,kallio
k2105,246277,6708907,35.838,kallio
k2106,246299,6708907,36.78,kallio
k2107,246321,6708907,35.894,kallio
k2108,246343,6708907,34.84,kallio
k2109,246365,6708907,32.742,kallio
k2110,246387,6708907,30.487,kallio
k2111,246233,6708885,32.528,kallio
k2112,246255,6708885,36.309,kallio
k2113,246277,6708885,36.803,kallio
k2114,246299,6708885,36.491,kallio
k2115,246321,6708885,34.95,kallio
k2116,246343,6708885,33.693,kallio
k2117,246365,6708885,31.556,kallio
k2118,246387,6708885,28.859,kallio
k2119,246233,6708863,29.857,kallio
k2120,246255,6708863,34.764,kallio
k2121,246277,6708863,35.061,kallio
k2122,246299,6708863,34.546,kallio
k2123,246321,6708863,32.861,kallio
k2124,246343,6708863,31.579,kallio
k2125,246365,6708863,29.206,kallio
k2126,246211,6708841,27.661,kallio
k2127,246233,6708841,28.468,kallio
k2128,246255,6708841,31.126,kallio
k2129,246277,6708841,33.455,kallio
k2130,246299,6708841,33.038,kallio
k2131,246321,6708841,31.271,kallio
k2132,246343,6708841,29.63,kallio
k2133,246255,6708819,28.425,kallio
k2134,246277,6708819,30.726,kallio
k2135,246299,6708819,30.271,kallio
k2136,246673,6709013,26.991,kallio
k2137,246695,6709013,28.752,kallio
k2138,246717,6709013,30.888,kallio
k2139,246673,6708991,28.521,kallio
k2140,246695,6708991,30.867,kallio
k2141,246717,6708991,33.228,kallio
k2142,246739,6708991,35.866,kallio
k2143,246761,6708991,35.433,kallio
k2144,246673,6708969,28.981,kallio
k2145,246695,6708969,35.453,kallio
k2146,246717,6708969,34.565,kallio
k2147,246739,6708969,36.205,kallio
k2148,246761,6708969,36.319,kallio
k2149,246783,6708969,34.486,kallio
k2150,246695,6708947,31.958,kallio
k2151,246717,6708947,35.438,kallio
k2152,246739,6708947,37.243,kallio
k2153,246761,6708947,37.459,kallio
k2154,246783,6708947,38.98,kallio
k2155,246695,6708925,30.998,kallio
k2156,246717,6708925,37.291,kallio
k2157,246739,6708925,36.742,kallio
k2158,246761,6708925,37.093,kallio
k2159,247305,6709197,27.362,kallio
k2160,247327,6709197,27.384,kallio
k2161,247239,6709175,27.771,kallio
k2162,247261,6709175,28.903,kallio
k2163,247283,6709175,32.051,kallio
k2164,247305,6709175,32.442,kallio
k2165,247327,6709175,33.093,kallio
k2166,247349,6709175,32.295,kallio
k2167,247503,6709175,29.654,kallio
k2168,247525,6709175,30.184,kallio
k2169,247217,6709153,29.888,kallio
k2170,247239,6709153,32.855,kallio
k2171,247261,6709153,32.642,kallio
k2172,247283,6709153,33.285,kallio
k2173,247305,6709153,36.453,kallio
k2174,247327,6709153,36.826,kallio
k2175,247349,6709153,34.449,kallio
k2176,247371,6709153,30.926,kallio
k2177,247393,6709153,30.191,kallio
k2178,247459,6709153,30.461,kallio
k2179,247481,6709153,31.396,kallio
k2180,247503,6709153,30.401,kallio
k2181,247525,6709153,30.619,kallio
k2182,247547,6709153,30.136,kallio
k2183,247195,6709131,31.251,kallio
k2184,247217,6709131,32.645,kallio
k2185,247239,6709131,35.37,kallio
k2186,247261,6709131,35.596,kallio
k2187,247283,6709131,34.75,kallio
k2188,247305,6709131,35.469,kallio
k2189,247327,6709131,35.736,kallio
k2190,247349,6709131,35.231,kallio
k2191,247371,6709131,32.103,kallio
k2192,247393,6709131,31.04,kallio
k2193,247415,6709131,30.576,kallio
k2194,247437,6709131,31.05,kallio
k2195,247459,6709131,31.358,kallio
k2196,247481,6709131,31.379,kallio
k2197,247503,6709131,31.351,kallio
k2198,247525,6709131,32.11,kallio
k2199,247547,6709131,31.263,kallio
k2200,247151,6709109,30.063,kallio
k2201,247173,6709109,31.783,kallio
k2202,247195,6709109,33.901,kallio
k2203,247217,6709109,36.155,kallio
k2204,247239,6709109,36.529,kallio
k2205,247261,6709109,38.11,kallio
k2206,247283,6709109,38.093,kallio
k2207,247305,6709109,37.429,kallio
k2208,247327,6709109,35.887,kallio
k2209,247349,6709109,35.136,kallio
k2210,247371,6709109,33.497,kallio
k2211,247393,6709109,31.806,kallio
k2212,247415,6709109,30.557,kallio
k2213,247437,6709109,30.528,kallio
k2214,247459,6709109,31.571,kallio
k2215,247481,6709109,32.246,kallio
k2216,247503,6709109,31.277,kallio
k2217,247525,6709109,32.262,kallio
k2218,247547,6709109,32.297,kallio
k2219,247569,6709109,31.068,kallio
k2220,247129,6709087,29.536,kallio
k2221,247151,6709087,33.495,kallio
k2222,247173,6709087,34.577,kallio
k2223,247195,6709087,35.683,kallio
k2224,247217,6709087,36.863,kallio
k2225,247239,6709087,38.195,kallio
k2226,247261,6709087,38.911,kallio
k2227,247283,6709087,38.969,kallio
k2228,247305,6709087,38.402,kallio
k2229,247327,6709087,37.835,kallio
k2230,247349,6709087,34.881,kallio
k2231,247371,6709087,33.597,kallio
k2232,247393,6709087,31.78,kallio
k2233,247415,6709087,30.759,kallio
k2234,247437,6709087,30.678,kallio
k2235,247459,6709087,29.73,kallio
k2236,247481,6709087,30.391,kallio
k2237,247503,6709087,30.233,kallio
k2238,247525,6709087,30.588,kallio
k2239,247547,6709087,30.562,kallio
k2240,247107,6709065,29.034,kallio
k2241,247129,6709065,33.029,kallio
k2242,247151,6709065,36.401,kallio
k2243,247173,6709065,37.524,kallio
k2244,247195,6709065,37.681,kallio
k2245,247217,6709065,37.878,kallio
k2246,247239,6709065,38.709,kallio
k2247,247261,6709065,39.801,kallio
k2248,247283,6709065,39.342,kallio
k2249,247305,6709065,39.026,kallio
k2250,247327,6709065,38.694,kallio
k2251,247349,6709065,37.436,kallio
k2252,247371,6709065,33.469,kallio
k2253,247393,6709065,31.788,kallio
k2254,247415,6709065,31.204,kallio
k2255,247437,6709065,30.837,kallio
k2256,247459,6709065,30.859,kallio
k2257,247481,6709065,30.773,kallio
k2258,247503,6709065,30.033,kallio
k2259,247085,6709043,27.411,kallio
k2260,247107,6709043,31.624,kallio
k2261,247129,6709043,35.15,kallio
k2262,247151,6709043,37.567,kallio
k2263,247173,6709043,38.465,kallio
k2264,247195,6709043,40.004,kallio
k2265,247217,6709043,42.018,kallio
k2266,247239,6709043,42.489,kallio
k2267,247261,6709043,42.551,kallio
k2268,247283,6709043,42.279,kallio
k2269,247305,6709043,42.268,kallio
k2270,247327,6709043,41.108,kallio
k2271,247349,6709043,40.994,kallio
k2272,247371,6709043,35.1,kallio
k2273,247393,6709043,31.531,kallio
k2274,247415,6709043,31.889,kallio
k2275,247437,6709043,31.283,kallio
k2276,247459,6709043,31.165,kallio
k2277,247481,6709043,30.864,kallio
k2278,247085,6709021,28.283,kallio
k2279,247107,6709021,33.787,kallio
k2280,247129,6709021,36.905,kallio
k2281,247151,6709021,39.422,kallio
k2282,247173,6709021,39.981,kallio
k2283,247195,6709021,41.962,kallio
k2284,247217,6709021,45.145,kallio
k2285,247239,6709021,45.869,kallio
k2286,247261,6709021,45.973,kallio
k2287,247283,6709021,45.649,kallio
k2288,247305,6709021,45.204,kallio
k2289,247327,6709021,43.13,kallio
k2290,247349,6709021,40.52,kallio
k2291,247371,6709021,35.224,kallio
k2292,247393,6709021,32.384,kallio
k2293,247415,6709021,31.358,kallio
k2294,247437,6709021,30.963,kallio
k2295,247063,6708999,26.448,kallio
k2296,247085,6708999,30.772,kallio
k2297,247107,6708999,37.607,kallio
k2298,247129,6708999,41.364,kallio
k2299,247151,6708999,41.788,kallio
k2300,247173,6708999,42.72,kallio
k2301,247195,6708999,44.231,kallio
k2302,247217,6708999,44.999,kallio
k2303,247239,6708999,47.135,kallio
k2304,247261,6708999,47.063,kallio
k2305,247283,6708999,46.423,kallio
k2306,247305,6708999,44.576,kallio
k2307,247327,6708999,42.212,kallio
k2308,247349,6708999,38.656,kallio
k2309,247063,6708977,26.598,kallio
k2310,247085,6708977,34.121,kallio
k2311,247107,6708977,41.857,kallio
k2312,247129,6708977,43.307,kallio
k2313,247151,6708977,44.802,kallio
k2314,247173,6708977,44.966,kallio
k2315,247195,6708977,46.621,kallio
k2316,247217,6708977,46.217,kallio
k2317,247239,6708977,47.167,kallio
k2318,247261,6708977,47.174,kallio
k2319,247283,6708977,45.228,kallio
k2320,247305,6708977,43.817,kallio
k2321,247327,6708977,41.871,kallio
k2322,247349,6708977,38.331,kallio
k2323,247063,6708955,28.38,kallio
k2324,247085,6708955,36.042,kallio
k2325,247107,6708955,42.7,kallio
k2326,247129,6708955,47.347,kallio
k2327,247151,6708955,50.056,kallio
k2328,247173,6708955,49.549,kallio
k2329,247195,6708955,50.712,kallio
k2330,247217,6708955,50.368,kallio
k2331,247239,6708955,47.58,kallio
k2332,247261,6708955,45.278,kallio
k2333,247283,6708955,44.431,kallio
k2334,247305,6708955,42.709,kallio
k2335,247327,6708955,39.842,kallio
k2336,247349,6708955,36.449,kallio
k2337,247063,6708933,29.045,kallio
k2338,247085,6708933,37.123,kallio
k2339,247107,6708933,45.745,kallio
k2340,247129,6708933,49.099,kallio
k2341,247151,6708933,51.617,kallio
k2342,247173,6708933,50.082,kallio
k2343,247195,6708933,48.769,kallio
k2344,247217,6708933,48.204,kallio
k2345,247239,6708933,46.613,kallio
k2346,247261,6708933,44.885,kallio
k2347,247283,6708933,43.208,kallio
k2348,247305,6708933,40.858,kallio
k2349,247327,6708933,38.152,kallio
k2350,247041,6708911,26.809,kallio
k2351,247063,6708911,28.329,kallio
k2352,247085,6708911,38.355,kallio
k2353,247107,6708911,44.064,kallio
k2354,247129,6708911,47.601,kallio
k2355,247151,6708911,48.763,kallio
k2356,247173,6708911,47.795,kallio
k2357,247195,6708911,47.485,kallio
k2358,247217,6708911,46.34,kallio
k2359,247239,6708911,45.502,kallio
k2360,247261,6708911,43.592,kallio
k2361,247283,6708911,41.473,kallio
k2362,247305,6708911,37.172,kallio
k2363,247327,6708911,35.375,kallio
k2364,247063,6708889,29.315,kallio
k2365,247085,6708889,37.731,kallio
k2366,247107,6708889,43.523,kallio
k2367,247129,6708889,47.966,kallio
k2368,247151,6708889,46.512,kallio
k2369,247173,6708889,46.448,kallio
k2370,247195,6708889,45.357,kallio
k2371,247217,6708889,44.226,kallio
k2372,247239,6708889,43.521,kallio
k2373,247261,6708889,41.428,kallio
k2374,247283,6708889,38.015,kallio
k2375,247305,6708889,35.606,kallio
k2376,247063,6708867,29.3,kallio
k2377,247085,6708867,36.576,kallio
k2378,247107,6708867,41.344,kallio
k2379,247129,6708867,43.504,kallio
k2380,247151,6708867,44.281,kallio
k2381,247173,6708867,45.56,kallio
k2382,247195,6708867,43.498,kallio
k2383,247217,6708867,42.847,kallio
k2384,247239,6708867,41.236,kallio
k2385,247261,6708867,38.216,kallio
k2386,247283,6708867,34.952,kallio
k2387,247063,6708845,29.837,kallio
k2388,247085,6708845,34.654,kallio
k2389,247107,6708845,39.077,kallio
k2390,247129,6708845,42.06,kallio
k2391,247151,6708845,43.378,kallio
k2392,247173,6708845,44.963,kallio
k2393,247195,6708845,43.692,kallio
k2394,247217,6708845,43.444,kallio
k2395,247239,6708845,40.315,kallio
k2396,247261,6708845,35.421,kallio
k2397,247283,6708845,35.098,kallio
k2398,247063,6708823,30.543,kallio
k2399,247085,6708823,34.782,kallio
k2400,247107,6708823,40.561,kallio
k2401,247129,6708823,43.889,kallio
k2402,247151,6708823,45.5,kallio
k2403,247173,6708823,46.785,kallio
k2404,247195,6708823,46.79,kallio
k2405,247217,6708823,45.747,kallio
k2406,247239,6708823,39.446,kallio
k2407,247261,6708823,36.5,kallio
k2408,247063,6708801,29.888,kallio
k2409,247085,6708801,37.554,kallio
k2410,247107,6708801,42.993,kallio
k2411,247129,6708801,44.093,kallio
k2412,247151,6708801,43.873,kallio
k2413,247173,6708801,43.236,kallio
k2414,247195,6708801,41.972,kallio
k2415,247217,6708801,41.215,kallio
k2416,247239,6708801,38.446,kallio
k2417,247261,6708801,37.414,kallio
k2418,247283,6708801,34.784,kallio
k2419,247063,6708779,28.799,kallio
k2420,247085,6708779,39.708,kallio
k2421,247107,6708779,42.461,kallio
k2422,247129,6708779,41.704,kallio
k2423,247151,6708779,40.779,kallio
k2424,247173,6708779,39.249,kallio
k2425,247195,6708779,37.5,kallio
k2426,247217,6708779,35.076,kallio
k2427,247239,6708779,37.07,kallio
k2428,247261,6708779,36.076,kallio
k2429,247283,6708779,34.389,kallio
k2430,247063,6708757,30.535,kallio
k2431,247085,6708757,38.289,kallio
k2432,247107,6708757,40.251,kallio
k2433,247129,6708757,38.552,kallio
k2434,247151,6708757,38.192,kallio
k2435,247173,6708757,36.058,kallio
k2436,247195,6708757,35.676,kallio
k2437,247217,6708757,36.17,kallio
k2438,247239,6708757,35.998,kallio
k2439,247261,6708757,35.53,kallio
k2440,247063,6708735,30.652,kallio
k2441,247085,6708735,36.189,kallio
k2442,247107,6708735,37.474,kallio
k2443,247129,6708735,34.802,kallio
k2444,247151,6708735,36.017,kallio
k2445,247173,6708735,36.293,kallio
k2446,247195,6708735,36.158,kallio
k2447,247217,6708735,36.012,kallio
k2448,247239,6708735,36.032,kallio
k2449,247261,6708735,32.023,kallio
k2450,247085,6708713,33.232,kallio
k2451,247107,6708713,34.019,kallio
k2452,247129,6708713,33.41,kallio
k2453,247151,6708713,33.873,kallio
k2454,247173,6708713,35.357,kallio
k2455,247195,6708713,35.886,kallio
k2456,247217,6708713,35.858,kallio
k2457,247239,6708713,35.774,kallio
k2458,247151,6708691,32.013,kallio
k2459,247173,6708691,33.332,kallio
k2460,247195,6708691,36.046,kallio
k2461,247217,6708691,35.51,kallio
k2462,247833,6709439,34.186,kallio
k2463,247899,6709439,34.398,kallio
k2464,247767,6709417,30.346,kallio
k2465,247789,6709417,31.122,kallio
k2466,247811,6709417,32.289,kallio
k2467,247833,6709417,34.903,kallio
k2468,247855,6709417,36.46,kallio
k2469,247877,6709417,38.769,kallio
k2470,247899,6709417,38.909,kallio
k2471,247921,6709417,36.956,kallio
k2472,247723,6709395,29.754,kallio
k2473,247745,6709395,31.752,kallio
k2474,247767,6709395,38.753,kallio
k2475,247789,6709395,33.891,kallio
k2476,247811,6709395,33.777,kallio
k2477,247833,6709395,35.244,kallio
k2478,247855,6709395,37.053,kallio
k2479,247877,6709395,38.953,kallio
k2480,247899,6709395,39.947,kallio
k2481,247921,6709395,38.993,kallio
k2482,247943,6709395,37.553,kallio
k2483,247701,6709373,32.444,kallio
k2484,247723,6709373,35.841,kallio
k2485,247745,6709373,37.516,kallio
k2486,247767,6709373,39.354,kallio
k2487,247789,6709373,39.566,kallio
k2488,247811,6709373,39.099,kallio
k2489,247833,6709373,38.473,kallio
k2490,247855,6709373,39.258,kallio
k2491,247877,6709373,40.097,kallio
k2492,247899,6709373,41.118,kallio
k2493,247921,6709373,40.718,kallio
k2494,247943,6709373,40.477,kallio
k2495,247965,6709373,39.108,kallio
k2496,247657,6709351,33.585,kallio
k2497,247679,6709351,35.949,kallio
k2498,247701,6709351,39.716,kallio
k2499,247723,6709351,42.762,kallio
k2500,247745,6709351,43.468,kallio
k2501,247767,6709351,42.854,kallio
k2502,247789,6709351,43.156,kallio
k2503,247811,6709351,43.128,kallio
k2504,247833,6709351,42.328,kallio
k2505,247855,6709351,42.35,kallio
k2506,247877,6709351,42.088,kallio
k2507,247899,6709351,41.819,kallio
k2508,247921,6709351,41.271,kallio
k2509,247943,6709351,40.141,kallio
k2510,247965,6709351,39.199,kallio
k2511,247635,6709329,33.748,kallio
k2512,247657,6709329,38.67,kallio
k2513,247679,6709329,41.683,kallio
k2514,247701,6709329,43.913,kallio
k2515,247723,6709329,44.884,kallio
k2516,247745,6709329,45.88,kallio
k2517,247767,6709329,45.729,kallio
k2518,247789,6709329,45.177,kallio
k2519,247811,6709329,46.07,kallio
k2520,247833,6709329,45.53,kallio
k2521,247855,6709329,44.3,kallio
k2522,247877,6709329,44.266,kallio
k2523,247899,6709329,44.223,kallio
k2524,247921,6709329,42.165,kallio
k2525,247943,6709329,40.179,kallio
k2526,247635,6709307,35.385,kallio
k2527,247657,6709307,42.428,kallio
k2528,247679,6709307,42.826,kallio
k2529,247701,6709307,44.553,kallio
k2530,247723,6709307,45.357,kallio
k2531,247745,6709307,46.13,kallio
k2532,247767,6709307,45.988,kallio
k2533,247789,6709307,45.408,kallio
k2534,247811,6709307,46.499,kallio
k2535,247833,6709307,46.013,kallio
k2536,247855,6709307,45.798,kallio
k2537,247877,6709307,44.966,kallio
k2538,247899,6709307,43.853,kallio
k2539,247921,6709307,42.177,kallio
k2540,247613,6709285,34.056,kallio
k2541,247635,6709285,35.47,kallio
k2542,247657,6709285,41.558,kallio
