id,X,Y,Z,formation
k3736,246645,6708137,44.52,kallio
k3737,246667,6708137,44.314,kallio
k3738,246689,6708137,43.419,kallio
k3739,246711,6708137,43.377,kallio
k3740,246733,6708137,41.931,kallio
k3741,246755,6708137,40.991,kallio
k3742,246249,6708115,39.104,kallio
k3743,246271,6708115,41.439,kallio
k3744,246293,6708115,42.219,kallio
k3745,246315,6708115,41.564,kallio
k3746,246337,6708115,42.14,kallio
k3747,246491,6708115,37.438,kallio
k3748,246513,6708115,39.777,kallio
k3749,246535,6708115,42.147,kallio
k3750,246557,6708115,42.753,kallio
k3751,246623,6708115,44.195,kallio
k3752,246645,6708115,45.529,kallio
k3753,246667,6708115,45.758,kallio
k3754,246689,6708115,45.543,kallio
k3755,246711,6708115,43.622,kallio
k3756,246249,6708093,36.607,kallio
k3757,246271,6708093,40.696,kallio
k3758,246923,6708553,29.816,kallio
k3759,246945,6708553,29.565,kallio
k3760,246901,6708531,30.944,kallio
k3761,246923,6708531,35.92,kallio
k3762,246945,6708531,38.863,kallio
k3763,246967,6708531,37.594,kallio
k3764,246901,6708509,32.363,kallio
k3765,246923,6708509,43.163,kallio
k3766,246945,6708509,41.759,kallio
k3767,246967,6708509,37.745,kallio
k3768,246901,6708487,32.163,kallio
k3769,246923,6708487,43.556,kallio
k3770,246945,6708487,41.834,kallio
k3771,246967,6708487,37.226,kallio
k3772,246879,6708465,32.093,kallio
k3773,246901,6708465,32.6,kallio
k3774,246923,6708465,39.508,kallio
k3775,246945,6708465,40.834,kallio
k3776,246967,6708465,37.519,kallio
k3777,246879,6708443,32.412,kallio
k3778,246901,6708443,33.873,kallio
k3779,246923,6708443,40.832,kallio
k3780,246945,6708443,40.76,kallio
k3781,246967,6708443,36.78,kallio
k3782,246857,6708421,32.118,kallio
k3783,246879,6708421,33.447,kallio
k3784,246901,6708421,38.864,kallio
k3785,246923,6708421,41.805,kallio
k3786,246945,6708421,40.814,kallio
k3787,246967,6708421,35.574,kallio
k3788,246879,6708399,34.689,kallio
k3789,246901,6708399,43.738,kallio
k3790,246923,6708399,45.005,kallio
k3791,246945,6708399,41.018,kallio
k3792,246967,6708399,34.038,kallio
k3793,246879,6708377,34.172,kallio
k3794,246901,6708377,43.316,kallio
k3795,246923,6708377,45.748,kallio
k3796,246945,6708377,39.118,kallio
k3797,246967,6708377,34.059,kallio
k3798,246879,6708355,34.746,kallio
k3799,246901,6708355,44.351,kallio
k3800,246923,6708355,45.794,kallio
k3801,246945,6708355,39.054,kallio
k3802,246967,6708355,34.042,kallio
k3803,246857,6708333,33.902,kallio
k3804,246879,6708333,33.749,kallio
k3805,246901,6708333,40.203,kallio
k3806,246923,6708333,44.188,kallio
k3807,246945,6708333,40.572,kallio
k3808,246967,6708333,33.977,kallio
k3809,246835,6708311,34.058,kallio
k3810,246857,6708311,34.312,kallio
k3811,246879,6708311,35.087,kallio
k3812,246901,6708311,36.227,kallio
k3813,246923,6708311,39.388,kallio
k3814,246945,6708311,42.785,kallio
k3815,246967,6708311,34.419,kallio
k3816,246835,6708289,34.459,kallio
k3817,246857,6708289,35.656,kallio
k3818,246879,6708289,36.333,kallio
k3819,246901,6708289,37.21,kallio
k3820,246923,6708289,36.808,kallio
k3821,246945,6708289,37.916,kallio
k3822,246835,6708267,34.604,kallio
k3823,246857,6708267,37.485,kallio
k3824,246879,6708267,37.05,kallio
k3825,246901,6708267,36.845,kallio
k3826,246923,6708267,35.464,kallio
k3827,246835,6708245,34.92,kallio
k3828,246857,6708245,38.58,kallio
k3829,246879,6708245,38.469,kallio
k3830,246835,6708223,36.088,kallio
k3831,246857,6708223,36.853,kallio
k3832,246879,6708223,37.108,kallio
k3833,246835,6708201,35.88,kallio
k3834,246857,6708201,36.876,kallio
k3835,245315,6708635,34.439,kallio
k3836,245337,6708635,34.839,kallio
k3837,245359,6708635,34.221,kallio
k3838,245249,6708613,32.33,kallio
k3839,245271,6708613,33.605,kallio
k3840,245293,6708613,35.829,kallio
k3841,245315,6708613,36.394,kallio
k3842,245337,6708613,37.258,kallio
k3843,245359,6708613,36.556,kallio
k3844,245227,6708591,31.956,kallio
k3845,245249,6708591,32.986,kallio
k3846,245271,6708591,35.16,kallio
k3847,245293,6708591,35.95,kallio
k3848,245315,6708591,36.562,kallio
k3849,245337,6708591,37.03,kallio
k3850,245359,6708591,35.88,kallio
k3851,245249,6708569,33.203,kallio
k3852,244727,6708237,45.969,kallio
k3853,244749,6708237,41.006,kallio
k3854,244683,6708215,45.618,kallio
k3855,244705,6708215,45.92,kallio
k3856,244727,6708215,44.714,kallio
k3857,244749,6708215,40.956,kallio
k3858,244661,6708193,40.651,kallio
k3859,244683,6708193,43.742,kallio
k3860,244705,6708193,44.321,kallio
k3861,244727,6708193,42.853,kallio
k3862,244749,6708193,39.451,kallio
k3863,244661,6708171,35.847,kallio
k3864,244683,6708171,40.809,kallio
k3865,244705,6708171,41.934,kallio
k3866,244727,6708171,39.9,kallio
k3867,244749,6708171,37.542,kallio
k3868,244661,6708149,31.907,kallio
k3869,244683,6708149,36.193,kallio
k3870,244705,6708149,38.809,kallio
k3871,246093,6708137,29.758,kallio
k3872,246071,6708115,30.842,kallio
k3873,246093,6708115,32.132,kallio
k3874,246115,6708115,32.437,kallio
k3875,246049,6708093,30.037,kallio
k3876,246071,6708093,31.875,kallio
k3877,246093,6708093,32.279,kallio
k3878,246115,6708093,32.185,kallio
k3879,246071,6708071,30.89,kallio
k3880,246093,6708071,31.642,kallio
k3881,248085,6709095,34.794,kallio
k3882,248019,6709073,39.046,kallio
k3883,248041,6709073,40.518,kallio
k3884,248063,6709073,43.383,kallio
k3885,248085,6709073,46.248,kallio
k3886,248107,6709073,40.56,kallio
k3887,248129,6709073,37.436,kallio
k3888,248151,6709073,34.542,kallio
k3889,248019,6709051,38.874,kallio
k3890,248041,6709051,47.227,kallio
k3891,248063,6709051,47.944,kallio
k3892,248085,6709051,49.186,kallio
k3893,248107,6709051,45.728,kallio
k3894,248129,6709051,43.21,kallio
k3895,248151,6709051,39.078,kallio
k3896,248173,6709051,37.935,kallio
k3897,247997,6709029,33.605,kallio
k3898,248019,6709029,39.704,kallio
k3899,248041,6709029,44.91,kallio
k3900,248063,6709029,49.725,kallio
k3901,248085,6709029,54.088,kallio
k3902,248107,6709029,49.067,kallio
k3903,248129,6709029,46.014,kallio
k3904,248151,6709029,42.867,kallio
k3905,248173,6709029,43.463,kallio
k3906,247997,6709007,34.958,kallio
k3907,248019,6709007,38.954,kallio
k3908,248041,6709007,42.989,kallio
k3909,248063,6709007,46.296,kallio
k3910,248085,6709007,49.573,kallio
k3911,248107,6709007,50.164,kallio
k3912,248129,6709007,48.89,kallio
k3913,248151,6709007,46.125,kallio
k3914,248173,6709007,44.792,kallio
k3915,247997,6708985,34.681,kallio
k3916,248019,6708985,40.725,kallio
k3917,248041,6708985,43.188,kallio
k3918,248063,6708985,45.705,kallio
k3919,248085,6708985,47.158,kallio
k3920,248107,6708985,48.756,kallio
k3921,248129,6708985,47.415,kallio
k3922,248151,6708985,46.966,kallio
k3923,248173,6708985,47.245,kallio
k3924,247997,6708963,36.529,kallio
k3925,248019,6708963,41.339,kallio
k3926,248041,6708963,44.515,kallio
k3927,248063,6708963,44.994,kallio
k3928,248085,6708963,45.037,kallio
k3929,248107,6708963,46.265,kallio
k3930,248129,6708963,46.173,kallio
k3931,248151,6708963,47.979,kallio
k3932,248173,6708963,49.243,kallio
k3933,248195,6708963,47.182,kallio
k3934,247997,6708941,34.565,kallio
k3935,248019,6708941,39.28,kallio
k3936,248041,6708941,43.563,kallio
k3937,248063,6708941,45.349,kallio
k3938,248085,6708941,43.24,kallio
k3939,248107,6708941,43.54,kallio
k3940,248129,6708941,44.364,kallio
k3941,248151,6708941,44.886,kallio
k3942,248173,6708941,45.455,kallio
k3943,248195,6708941,44.36,kallio
k3944,247997,6708919,35.496,kallio
k3945,248019,6708919,40.609,kallio
k3946,248041,6708919,48.489,kallio
k3947,248063,6708919,45.357,kallio
k3948,248085,6708919,42.705,kallio
k3949,248107,6708919,42.555,kallio
k3950,248129,6708919,42.648,kallio
k3951,248151,6708919,42.928,kallio
k3952,248173,6708919,43.137,kallio
k3953,248195,6708919,42.315,kallio
k3954,248217,6708919,40.56,kallio
k3955,247975,6708897,32.98,kallio
k3956,247997,6708897,39.95,kallio
k3957,248019,6708897,46.105,kallio
k3958,248041,6708897,47.249,kallio
k3959,248063,6708897,47.017,kallio
k3960,248085,6708897,42.691,kallio
k3961,248107,6708897,42.616,kallio
k3962,248129,6708897,42.552,kallio
k3963,248151,6708897,42.748,kallio
k3964,248173,6708897,42.323,kallio
k3965,248195,6708897,40.73,kallio
k3966,248217,6708897,39.324,kallio
k3967,247975,6708875,36.553,kallio
k3968,247997,6708875,44.111,kallio
k3969,248019,6708875,48.895,kallio
k3970,248041,6708875,46.817,kallio
k3971,248063,6708875,45.835,kallio
k3972,248085,6708875,42.865,kallio
k3973,248107,6708875,42.607,kallio
k3974,248129,6708875,42.542,kallio
k3975,248151,6708875,43.04,kallio
k3976,248173,6708875,44.187,kallio
k3977,248195,6708875,41.184,kallio
k3978,248217,6708875,38.231,kallio
k3979,248239,6708875,37.091,kallio
k3980,247953,6708853,37.594,kallio
k3981,247975,6708853,43.22,kallio
k3982,247997,6708853,46.459,kallio
k3983,248019,6708853,47.88,kallio
k3984,248041,6708853,45.969,kallio
k3985,248063,6708853,43.831,kallio
k3986,248085,6708853,43.083,kallio
k3987,248107,6708853,42.76,kallio
k3988,248129,6708853,42.589,kallio
k3989,248151,6708853,43.301,kallio
k3990,248173,6708853,43.556,kallio
k3991,248195,6708853,41.458,kallio
k3992,248217,6708853,36.979,kallio
k3993,247909,6708831,32.681,kallio
k3994,247931,6708831,35.773,kallio
k3995,247953,6708831,43.626,kallio
k3996,247975,6708831,46.456,kallio
k3997,247997,6708831,47.966,kallio
k3998,248019,6708831,46.984,kallio
k3999,248041,6708831,44.711,kallio
k4000,248063,6708831,44.129,kallio
k4001,248085,6708831,43.752,kallio
k4002,248107,6708831,42.672,kallio
k4003,248129,6708831,42.482,kallio
k4004,248151,6708831,42.07,kallio
k4005,248173,6708831,41.086,kallio
k4006,248195,6708831,40.211,kallio
k4007,248217,6708831,37.064,kallio
k4008,247821,6708809,34.332,kallio
k4009,247843,6708809,34.138,kallio
k4010,247865,6708809,34.012,kallio
k4011,247887,6708809,35.838,kallio
k4012,247909,6708809,38.09,kallio
k4013,247931,6708809,43.015,kallio
k4014,247953,6708809,46.254,kallio
k4015,247975,6708809,49.997,kallio
k4016,247997,6708809,50.029,kallio
k4017,248019,6708809,46.825,kallio
k4018,248041,6708809,45.678,kallio
k4019,248063,6708809,46.737,kallio
k4020,248085,6708809,44.654,kallio
k4021,248107,6708809,43.118,kallio
k4022,248129,6708809,41.611,kallio
k4023,248151,6708809,40.225,kallio
k4024,248173,6708809,38.579,kallio
k4025,248195,6708809,37.945,kallio
k4026,248217,6708809,37.211,kallio
k4027,247755,6708787,30.825,kallio
k4028,247777,6708787,31.787,kallio
k4029,247799,6708787,36.891,kallio
k4030,247821,6708787,41.511,kallio
k4031,247843,6708787,42.215,kallio
k4032,247865,6708787,42.537,kallio
k4033,247887,6708787,45.075,kallio
k4034,247909,6708787,44.706,kallio
k4035,247931,6708787,48.084,kallio
k4036,247953,6708787,50.945,kallio
k4037,247975,6708787,51.714,kallio
k4038,247997,6708787,51.024,kallio
k4039,248019,6708787,47.364,kallio
k4040,248041,6708787,47.755,kallio
k4041,248063,6708787,46.401,kallio
k4042,248085,6708787,44.755,kallio
k4043,248107,6708787,42.794,kallio
k4044,248129,6708787,40.313,kallio
k4045,248151,6708787,38.786,kallio
k4046,248173,6708787,38.028,kallio
k4047,248195,6708787,37.604,kallio
k4048,247733,6708765,31.61,kallio
k4049,247755,6708765,36.174,kallio
k4050,247777,6708765,41.277,kallio
k4051,247799,6708765,47.109,kallio
k4052,247821,6708765,46.534,kallio
k4053,247843,6708765,46.371,kallio
k4054,247865,6708765,48.106,kallio
k4055,247887,6708765,49.544,kallio
k4056,247909,6708765,49.552,kallio
k4057,247931,6708765,49.154,kallio
k4058,247953,6708765,48.746,kallio
k4059,247975,6708765,48.786,kallio
k4060,247997,6708765,48.154,kallio
k4061,248019,6708765,46.989,kallio
k4062,248041,6708765,46.23,kallio
k4063,248063,6708765,43.909,kallio
k4064,248085,6708765,42.766,kallio
k4065,248107,6708765,41.646,kallio
k4066,248129,6708765,39.328,kallio
k4067,248151,6708765,37.908,kallio
k4068,248173,6708765,37.45,kallio
k4069,248195,6708765,37.099,kallio
k4070,247711,6708743,32.849,kallio
k4071,247733,6708743,37.428,kallio
k4072,247755,6708743,43.286,kallio
k4073,247777,6708743,46.791,kallio
k4074,247799,6708743,48.023,kallio
k4075,247821,6708743,47.753,kallio
k4076,247843,6708743,48.157,kallio
k4077,247865,6708743,49.459,kallio
k4078,247887,6708743,50.536,kallio
k4079,247909,6708743,49.479,kallio
k4080,247931,6708743,47.594,kallio
k4081,247953,6708743,46.869,kallio
k4082,247975,6708743,47.137,kallio
k4083,247997,6708743,46.587,kallio
k4084,248019,6708743,45.82,kallio
k4085,248041,6708743,44.107,kallio
k4086,248063,6708743,42.542,kallio
k4087,248085,6708743,42.959,kallio
k4088,248107,6708743,42.864,kallio
k4089,248173,6708743,37.103,kallio
k4090,248195,6708743,36.967,kallio
k4091,247579,6708721,30.962,kallio
k4092,247601,6708721,30.869,kallio
k4093,247623,6708721,31.249,kallio
k4094,247645,6708721,31.889,kallio
k4095,247667,6708721,33.78,kallio
k4096,247689,6708721,34.479,kallio
k4097,247711,6708721,37.015,kallio
k4098,247733,6708721,40.231,kallio
k4099,247755,6708721,43.404,kallio
k4100,247777,6708721,45.88,kallio
k4101,247799,6708721,47.293,kallio
k4102,247821,6708721,47.269,kallio
k4103,247843,6708721,47.312,kallio
k4104,247865,6708721,48.501,kallio
k4105,247887,6708721,48.415,kallio
k4106,247909,6708721,47.417,kallio
k4107,247931,6708721,45.722,kallio
k4108,247953,6708721,44.69,kallio
k4109,247975,6708721,44.536,kallio
k4110,247997,6708721,44.536,kallio
k4111,248019,6708721,43.759,kallio
k4112,248041,6708721,42.916,kallio
k4113,248063,6708721,42.112,kallio
k4114,248085,6708721,43.462,kallio
k4115,248107,6708721,41.23,kallio
k4116,248305,6708721,36.058,kallio
k4117,248327,6708721,36.953,kallio
k4118,247557,6708699,32.942,kallio
k4119,247579,6708699,34.03,kallio
k4120,247601,6708699,37.205,kallio
k4121,247623,6708699,38.955,kallio
k4122,247645,6708699,40.187,kallio
k4123,247667,6708699,40.627,kallio
k4124,247689,6708699,41.852,kallio
k4125,247711,6708699,40.941,kallio
k4126,247733,6708699,42.689,kallio
k4127,247755,6708699,43.61,kallio
k4128,247777,6708699,44.14,kallio
k4129,247799,6708699,44.674,kallio
k4130,247821,6708699,44.896,kallio
k4131,247843,6708699,45.419,kallio
k4132,247865,6708699,45.704,kallio
k4133,247887,6708699,45.408,kallio
k4134,247909,6708699,45.092,kallio
k4135,247931,6708699,44.255,kallio
k4136,247953,6708699,43.568,kallio
k4137,247975,6708699,44.504,kallio
k4138,247997,6708699,43.86,kallio
k4139,248019,6708699,42.857,kallio
k4140,248041,6708699,41.233,kallio
k4141,248063,6708699,41.105,kallio
k4142,248085,6708699,41.122,kallio
k4143,248107,6708699,40.569,kallio
k4144,248261,6708699,37.434,kallio
k4145,248283,6708699,39.5,kallio
k4146,248305,6708699,41.051,kallio
k4147,248327,6708699,42.345,kallio
k4148,248349,6708699,43.584,kallio
k4149,247535,6708677,34.975,kallio
k4150,247557,6708677,36.743,kallio
k4151,247579,6708677,38.784,kallio
k4152,247601,6708677,41.746,kallio
k4153,247623,6708677,44.617,kallio
k4154,247645,6708677,45.112,kallio
k4155,247667,6708677,45.868,kallio
k4156,247689,6708677,45.464,kallio
k4157,247711,6708677,42.685,kallio
k4158,247733,6708677,42.98,kallio
k4159,247755,6708677,43.256,kallio
k4160,247777,6708677,42.994,kallio
k4161,247799,6708677,43.087,kallio
k4162,247821,6708677,44.969,kallio
k4163,247843,6708677,44.314,kallio
k4164,247865,6708677,43.48,kallio
k4165,247887,6708677,43.397,kallio
k4166,247909,6708677,43.253,kallio
k4167,247931,6708677,42.939,kallio
k4168,247953,6708677,42.376,kallio
k4169,247975,6708677,43.258,kallio
k4170,247997,6708677,42.933,kallio
k4171,248019,6708677,41.235,kallio
k4172,248041,6708677,40.768,kallio
k4173,248063,6708677,40.346,kallio
k4174,248085,6708677,40.03,kallio
k4175,248107,6708677,39.364,kallio
k4176,248129,6708677,36.941,kallio
k4177,248151,6708677,36.677,kallio
k4178,248173,6708677,36.993,kallio
k4179,248195,6708677,37.05,kallio
k4180,248217,6708677,37.218,kallio
k4181,248239,6708677,37.436,kallio
k4182,248261,6708677,39.928,kallio
k4183,248283,6708677,41.754,kallio
k4184,248305,6708677,42.203,kallio
k4185,248327,6708677,43.634,kallio
k4186,248349,6708677,44.9,kallio
k4187,247535,6708655,38.736,kallio
k4188,247557,6708655,41.636,kallio
k4189,247579,6708655,42.061,kallio
k4190,247601,6708655,42.576,kallio
k4191,247623,6708655,44.322,kallio
k4192,247645,6708655,45.609,kallio
k4193,247667,6708655,47.821,kallio
k4194,247689,6708655,45.459,kallio
k4195,247711,6708655,43.482,kallio
k4196,247733,6708655,42.335,kallio
k4197,247755,6708655,42.835,kallio
k4198,247777,6708655,42.272,kallio
k4199,247799,6708655,41.607,kallio
k4200,247821,6708655,42.673,kallio
k4201,247843,6708655,42.881,kallio
k4202,247865,6708655,41.617,kallio
k4203,247887,6708655,41.404,kallio
k4204,247909,6708655,42.192,kallio
k4205,247931,6708655,41.694,kallio
k4206,247953,6708655,41.243,kallio
k4207,247975,6708655,41.692,kallio
k4208,247997,6708655,41.384,kallio
k4209,248019,6708655,40.273,kallio
k4210,248041,6708655,39.911,kallio
k4211,248063,6708655,39.169,kallio
k4212,248085,6708655,39.361,kallio
k4213,248107,6708655,40.184,kallio
k4214,248129,6708655,38.116,kallio
k4215,248151,6708655,38.943,kallio
k4216,248173,6708655,40.328,kallio
k4217,248195,6708655,41.557,kallio
k4218,248217,6708655,39.683,kallio
k4219,248239,6708655,38.778,kallio
k4220,248261,6708655,39.815,kallio
k4221,248283,6708655,40.699,kallio
k4222,248305,6708655,42.657,kallio
k4223,248327,6708655,44.21,kallio
k4224,248349,6708655,44.6,kallio
k4225,248371,6708655,47.272,kallio
k4226,247535,6708633,39.436,kallio
k4227,247557,6708633,43.481,kallio
k4228,247579,6708633,43.836,kallio
k4229,247601,6708633,42.741,kallio
k4230,247623,6708633,43.35,kallio
k4231,247645,6708633,43.943,kallio
k4232,247667,6708633,46.146,kallio
k4233,247689,6708633,45.904,kallio
k4234,247711,6708633,43.774,kallio
k4235,247733,6708633,41.07,kallio
k4236,247755,6708633,41.182,kallio
k4237,247777,6708633,41.114,kallio
k4238,247799,6708633,41.226,kallio
k4239,247821,6708633,41.606,kallio
k4240,247843,6708633,40.756,kallio
k4241,247865,6708633,40.81,kallio
k4242,247887,6708633,41.093,kallio
k4243,247909,6708633,41.632,kallio
k4244,247931,6708633,41.265,kallio
k4245,247953,6708633,41.138,kallio
k4246,247975,6708633,40.48,kallio
k4247,247997,6708633,39.881,kallio
k4248,248019,6708633,38.722,kallio
k4249,248041,6708633,38.304,kallio
k4250,248063,6708633,38.234,kallio
k4251,248085,6708633,39.415,kallio
k4252,248107,6708633,40.412,kallio
k4253,248129,6708633,39.236,kallio
k4254,248151,6708633,40.443,kallio
k4255,248173,6708633,41.636,kallio
k4256,248195,6708633,42.965,kallio
k4257,248217,6708633,42.517,kallio
k4258,248239,6708633,42.013,kallio
k4259,248261,6708633,39.477,kallio
k4260,248283,6708633,39.64,kallio
k4261,248305,6708633,41.736,kallio
k4262,248327,6708633,43.486,kallio
k4263,248349,6708633,44.035,kallio
k4264,248371,6708633,44.19,kallio
k4265,247535,6708611,37.555,kallio
k4266,247557,6708611,43.956,kallio
k4267,247579,6708611,44.427,kallio
k4268,247601,6708611,42.908,kallio
k4269,247623,6708611,44.373,kallio
k4270,247645,6708611,44.871,kallio
k4271,247667,6708611,47.749,kallio
k4272,247689,6708611,45.886,kallio
k4273,247711,6708611,43.099,kallio
k4274,247733,6708611,40.566,kallio
k4275,247755,6708611,40.579,kallio
k4276,247777,6708611,39.808,kallio
k4277,247799,6708611,39.738,kallio
k4278,247821,6708611,40.255,kallio
k4279,247843,6708611,40.568,kallio
k4280,247865,6708611,40.397,kallio
k4281,247887,6708611,40.535,kallio
k4282,247909,6708611,41.455,kallio
k4283,247931,6708611,42.781,kallio
k4284,247953,6708611,42.307,kallio
k4285,247975,6708611,44.199,kallio
k4286,247997,6708611,41.723,kallio
k4287,248019,6708611,38.157,kallio
k4288,248041,6708611,38.015,kallio
k4289,248063,6708611,38.241,kallio
k4290,248085,6708611,38.831,kallio
k4291,248107,6708611,39.028,kallio
k4292,248129,6708611,39.256,kallio
k4293,248151,6708611,38.919,kallio
k4294,248173,6708611,39.599,kallio
k4295,248195,6708611,40.687,kallio
k4296,248217,6708611,42.493,kallio
k4297,248239,6708611,41.686,kallio
k4298,248261,6708611,38.913,kallio
k4299,248283,6708611,37.95,kallio
k4300,248305,6708611,38.191,kallio
k4301,248327,6708611,39.412,kallio
k4302,248349,6708611,40.789,kallio
k4303,248371,6708611,41.403,kallio
k4304,247491,6708589,31.441,kallio
k4305,247513,6708589,31.599,kallio
k4306,247535,6708589,35.618,kallio
k4307,247557,6708589,44.758,kallio
k4308,247579,6708589,44.668,kallio
k4309,247601,6708589,43.761,kallio
k4310,247623,6708589,44.349,kallio
k4311,247645,6708589,43.314,kallio
k4312,247667,6708589,46.367,kallio
k4313,247689,6708589,45.743,kallio
k4314,247711,6708589,42.773,kallio
k4315,247733,6708589,40.042,kallio
k4316,247755,6708589,39.8,kallio
k4317,247777,6708589,39.759,kallio
k4318,247799,6708589,40.839,kallio
k4319,247821,6708589,40.944,kallio
k4320,247843,6708589,44.306,kallio
k4321,247865,6708589,44.838,kallio
k4322,247887,6708589,44.97,kallio
k4323,247909,6708589,45.109,kallio
k4324,247931,6708589,45.161,kallio
k4325,247953,6708589,45.132,kallio
k4326,247975,6708589,44.65,kallio
k4327,247997,6708589,44.836,kallio
k4328,248019,6708589,37.747,kallio
k4329,248041,6708589,37.164,kallio
k4330,248063,6708589,38.41,kallio
k4331,248085,6708589,37.889,kallio
k4332,248107,6708589,36.812,kallio
k4333,248129,6708589,36.793,kallio
k4334,248151,6708589,36.266,kallio
k4335,248173,6708589,37.098,kallio
k4336,248195,6708589,37.996,kallio
k4337,248217,6708589,38.772,kallio
k4338,248239,6708589,37.388,kallio
k4339,248261,6708589,35.31,kallio
k4340,248283,6708589,35.625,kallio
k4341,248305,6708589,35.929,kallio
k4342,248327,6708589,36.819,kallio
k4343,248349,6708589,36.763,kallio
k4344,247491,6708567,32.702,kallio
k4345,247513,6708567,32.038,kallio
k4346,247535,6708567,36.235,kallio
k4347,247557,6708567,43.742,kallio
k4348,247579,6708567,43.954,kallio
k4349,247601,6708567,43.112,kallio
k4350,247623,6708567,41.721,kallio
k4351,247645,6708567,46.117,kallio
k4352,247667,6708567,45.318,kallio
k4353,247689,6708567,44.548,kallio
k4354,247711,6708567,43.678,kallio
k4355,247733,6708567,39.899,kallio
k4356,247755,6708567,44.742,kallio
k4357,247777,6708567,45.293,kallio
k4358,247799,6708567,45.759,kallio
k4359,247821,6708567,45.375,kallio
k4360,247843,6708567,45.389,kallio
k4361,247865,6708567,45.763,kallio
k4362,247887,6708567,45.462,kallio
k4363,247909,6708567,45.491,kallio
k4364,247931,6708567,45.977,kallio
k4365,248041,6708567,35.879,kallio
k4366,248063,6708567,36.608,kallio
k4367,248085,6708567,36.309,kallio
k4368,248107,6708567,36.332,kallio
k4369,248129,6708567,36.015,kallio
k4370,248151,6708567,35.823,kallio
k4371,248173,6708567,36.173,kallio
k4372,248195,6708567,36.171,kallio
k4373,248217,6708567,35.056,kallio
k4374,248327,6708567,35.887,kallio
k4375,248349,6708567,35.826,kallio
k4376,247491,6708545,33.052,kallio
k4377,247513,6708545,32.475,kallio
k4378,247535,6708545,35.85,kallio
k4379,247557,6708545,40.004,kallio
k4380,247579,6708545,43.093,kallio
k4381,247601,6708545,41.126,kallio
k4382,247623,6708545,41.052,kallio
k4383,247645,6708545,45.523,kallio
k4384,247667,6708545,44.682,kallio
k4385,247689,6708545,43.562,kallio
k4386,247711,6708545,40.653,kallio
k4387,247733,6708545,43.449,kallio
k4388,247755,6708545,44.143,kallio
k4389,247777,6708545,44.344,kallio
k4390,247799,6708545,44.726,kallio
k4391,247821,6708545,45.572,kallio
k4392,248041,6708545,33.997,kallio
k4393,248063,6708545,34.634,kallio
k4394,248085,6708545,35.435,kallio
k4395,248107,6708545,38.161,kallio
k4396,248129,6708545,35.409,kallio
k4397,248151,6708545,34.987,kallio
k4398,248173,6708545,34.983,kallio
k4399,248195,6708545,34.789,kallio
k4400,248305,6708545,35.646,kallio
k4401,248327,6708545,37.477,kallio
k4402,248349,6708545,36.967,kallio
k4403,247491,6708523,35.123,kallio
k4404,247513,6708523,32.585,kallio
k4405,247535,6708523,33.643,kallio
k4406,247557,6708523,36.879,kallio
k4407,247579,6708523,38.417,kallio
k4408,247601,6708523,39.685,kallio
k4409,247623,6708523,40.656,kallio
k4410,247645,6708523,44.634,kallio
k4411,247667,6708523,44.009,kallio
k4412,247689,6708523,42.261,kallio
k4413,247711,6708523,40.753,kallio
k4414,247733,6708523,43.384,kallio
k4415,247755,6708523,43.845,kallio
k4416,247777,6708523,44.914,kallio
k4417,248041,6708523,32.643,kallio
k4418,248063,6708523,32.857,kallio
k4419,248085,6708523,34.091,kallio
k4420,248107,6708523,35.254,kallio
k4421,248129,6708523,34.448,kallio
k4422,248283,6708523,36.418,kallio
k4423,248305,6708523,42.402,kallio
k4424,248327,6708523,43.016,kallio
k4425,248349,6708523,40.096,kallio
k4426,247469,6708501,32.244,kallio
k4427,247491,6708501,33.533,kallio
k4428,247513,6708501,32.651,kallio
k4429,247535,6708501,32.231,kallio
k4430,247557,6708501,33.538,kallio
k4431,247579,6708501,35.793,kallio
k4432,247601,6708501,39.317,kallio
k4433,247623,6708501,40.745,kallio
k4434,247645,6708501,43.675,kallio
k4435,247667,6708501,41.419,kallio
k4436,247689,6708501,40.499,kallio
k4437,247711,6708501,40.486,kallio
k4438,247733,6708501,41.248,kallio
k4439,247755,6708501,42.635,kallio
k4440,247777,6708501,43.513,kallio
k4441,248261,6708501,34.932,kallio
k4442,248283,6708501,40.031,kallio
k4443,248305,6708501,44.841,kallio
k4444,248327,6708501,43.524,kallio
k4445,248349,6708501,41.306,kallio
k4446,247491,6708479,31.656,kallio
k4447,247513,6708479,31.782,kallio
k4448,247535,6708479,32.075,kallio
k4449,247557,6708479,32.701,kallio
k4450,247579,6708479,34.563,kallio
k4451,247601,6708479,39.468,kallio
k4452,247623,6708479,42.997,kallio
k4453,247645,6708479,42.857,kallio
k4454,247667,6708479,40.452,kallio
k4455,247689,6708479,40.177,kallio
k4456,247711,6708479,40.468,kallio
k4457,247755,6708479,42.534,kallio
k4458,247777,6708479,43.39,kallio
k4459,247799,6708479,46.74,kallio
k4460,248195,6708479,35.107,kallio
k4461,248217,6708479,35.886,kallio
k4462,248239,6708479,34.942,kallio
k4463,248261,6708479,35.08,kallio
k4464,248283,6708479,39.918,kallio
k4465,248305,6708479,44.86,kallio
k4466,248327,6708479,43.89,kallio
k4467,248349,6708479,43.997,kallio
k4468,247491,6708457,31.716,kallio
k4469,247513,6708457,33.487,kallio
k4470,247535,6708457,34.333,kallio
k4471,247557,6708457,35.761,kallio
