X,Y,Z,id,nugget
247899.0,6709307.0,43.853,65549779,2e-05
247613.0,6709285.0,34.056,65549779,2e-05
247635.0,6709285.0,35.47,65549779,2e-05
247657.0,6709285.0,41.558,65549779,2e-05
247679.0,6709285.0,42.605,65549779,2e-05
247701.0,6709285.0,43.978,65549779,2e-05
247723.0,6709285.0,44.929,65549779,2e-05
247745.0,6709285.0,44.954,65549779,2e-05
247767.0,6709285.0,45.016,65549779,2e-05
247789.0,6709285.0,44.837,65549779,2e-05
247811.0,6709285.0,45.262,65549779,2e-05
247833.0,6709285.0,44.122,65549779,2e-05
247855.0,6709285.0,43.795,65549779,2e-05
247877.0,6709285.0,42.978,65549779,2e-05
247899.0,6709285.0,41.342,65549779,2e-05
247613.0,6709263.0,36.932,65549779,2e-05
247635.0,6709263.0,36.149,65549779,2e-05
247657.0,6709263.0,38.745,65549779,2e-05
247679.0,6709263.0,41.174,65549779,2e-05
247701.0,6709263.0,41.285,65549779,2e-05
247723.0,6709263.0,42.315,65549779,2e-05
247745.0,6709263.0,42.979,65549779,2e-05
247767.0,6709263.0,42.774,65549779,2e-05
247789.0,6709263.0,42.693,65549779,2e-05
247811.0,6709263.0,42.09,65549779,2e-05
247833.0,6709263.0,41.283,65549779,2e-05
247855.0,6709263.0,40.402,65549779,2e-05
247529.0,6708973.0,30.947,65549779,2e-05
247551.0,6708973.0,31.035,65549779,2e-05
247485.0,6708951.0,30.773,65549779,2e-05
247507.0,6708951.0,35.194,65549779,2e-05
247529.0,6708951.0,35.427,65549779,2e-05
247551.0,6708951.0,34.683,65549779,2e-05
247573.0,6708951.0,34.296,65549779,2e-05
247463.0,6708929.0,30.808,65549779,2e-05
247485.0,6708929.0,32.239,65549779,2e-05
247507.0,6708929.0,33.743,65549779,2e-05
247529.0,6708929.0,34.175,65549779,2e-05
247551.0,6708929.0,33.441,65549779,2e-05
247573.0,6708929.0,31.836,65549779,2e-05
247463.0,6708907.0,30.149,65549779,2e-05
247485.0,6708907.0,32.843,65549779,2e-05
247507.0,6708907.0,32.902,65549779,2e-05
247529.0,6708907.0,31.911,65549779,2e-05
247551.0,6708907.0,31.324,65549779,2e-05
247485.0,6708885.0,30.103,65549779,2e-05
247507.0,6708885.0,30.814,65549779,2e-05
247821.0,6708809.0,34.332,65549779,2e-05
247843.0,6708809.0,34.138,65549779,2e-05
247865.0,6708809.0,34.012,65549779,2e-05
247887.0,6708809.0,35.838,65549779,2e-05
247856.753,6709348.456,40.546,65549779,2e-05
247824.02,6709204.035,30.767,65549779,2e-05
247824.02,6709204.035,27.567,65549779,2e-05
247797.018,6709330.719,42.979,65549779,2e-05
247729.254,6709315.971,44.303,65549779,2e-05
247730.269,6709187.715,31.217,65549779,2e-05
247730.269,6709187.715,29.747,65549779,2e-05
247689.899,6709195.473,29.961,65549779,2e-05
247671.235,6709213.837,33.389,65549779,2e-05
247671.235,6709213.837,33.189,65549779,2e-05
247671.235,6709213.837,32.229,65549779,2e-05
247899.271,6709359.579,40.542,65549779,2e-05
247563.505,6709272.244,28.732,65549779,2e-05
247532.287,6709264.979,27.565,65549779,2e-05
247468.96,6709279.572,4.872,65549779,2e-05
247492.815,6709261.835,11.293,65549779,2e-05
247515.104,6709235.815,25.827,65549779,2e-05
247527.764,6709213.353,28.869,65549779,2e-05
247628.107,6708978.595,24.374,65549779,2e-05
247553.41,6709163.031,26.711,65549779,2e-05
247567.485,6709137.28,28.716,65549779,2e-05
247591.619,6709129.762,27.195,65549779,2e-05
247660.286,6709113.756,22.56,65549779,2e-05
247670.149,6709154.11,26.841,65549779,2e-05
247714.574,6709094.023,15.908,65549779,2e-05
247720.671,6709030.716,14.209,65549779,2e-05
247742.391,6708972.308,17.191,65549779,2e-05
247762.324,6708912.041,20.117,65549779,2e-05
247759.155,6708853.639,10.609,65549779,2e-05
247621.308,6708976.878,25.573,65549779,2e-05
247704.002,6708832.266,19.742,65549779,2e-05
247714.869,6708793.141,19.389,65549779,2e-05
247632.807,6708824.56,19.134,65549779,2e-05
247618.373,6708865.166,23.815,65549779,2e-05
247602.092,6708883.876,24.942,65549779,2e-05
247608.004,6708932.185,28.127,65549779,2e-05
247610.206,6708958.977,28.954,65549779,2e-05
247610.206,6708958.977,28.654,65549779,2e-05
247610.584,6708979.082,25.096,65549779,2e-05
247596.434,6709028.329,24.085,65549779,2e-05
247603.327,6708977.956,25.827,65549779,2e-05
247601.41,6709081.791,25.591,65549779,2e-05
247431.703,6709318.337,6.768,65549779,2e-05
247474.076,6709181.941,27.19,65549779,2e-05
247449.002,6709182.748,25.391,65549779,2e-05
247495.113,6709210.768,22.923,65549779,2e-05
247438.106,6709227.207,15.531,65549779,2e-05
247689.314,6709106.452,19.583,65549779,2e-05
247757.31,6708937.957,16.189,65549779,2e-05
247614.8,6708864.376,23.831,65549779,2e-05
247481.095,6709270.133,9.545,65549779,2e-05
