X,Y,Z,id,nugget
247856.753,6709348.456,40.646,134041654,2e-05
247824.02,6709204.035,30.727,134041654,2e-05
247797.018,6709330.719,44.119,134041654,2e-05
247729.254,6709315.971,44.763,134041654,2e-05
247730.269,6709187.715,30.917,134041654,2e-05
247689.899,6709195.473,31.191000000000003,134041654,2e-05
247671.235,6709213.837,32.689,134041654,2e-05
247899.271,6709359.579,40.662,134041654,2e-05
247563.505,6709272.244,29.552000000000003,134041654,2e-05
247532.287,6709264.979,27.825000000000003,134041654,2e-05
247468.96,6709279.572,5.802,134041654,2e-05
247492.815,6709261.835,13.013,134041654,2e-05
247515.104,6709235.815,26.667,134041654,2e-05
247628.107,6708978.595,24.844,134041654,2e-05
247553.41,6709163.031,28.181,134041654,2e-05
247567.485,6709137.28,29.266,134041654,2e-05
247591.619,6709129.762,28.465,134041654,2e-05
247660.286,6709113.756,22.66,134041654,2e-05
247670.149,6709154.11,27.131,134041654,2e-05
247714.574,6709094.023,17.518,134041654,2e-05
247720.671,6709030.716,14.309,134041654,2e-05
247742.391,6708972.308,17.301000000000002,134041654,2e-05
247762.324,6708912.041,20.217,134041654,2e-05
247759.155,6708853.639,15.989,134041654,2e-05
247621.308,6708976.878,25.643,134041654,2e-05
247704.002,6708832.266,19.862,134041654,2e-05
247714.869,6708793.141,19.489,134041654,2e-05
247632.807,6708824.56,19.254,134041654,2e-05
247618.373,6708865.166,23.915000000000003,134041654,2e-05
247602.092,6708883.876,25.062,134041654,2e-05
247608.004,6708932.185,28.247,134041654,2e-05
247610.206,6708958.977,28.774,134041654,2e-05
247610.584,6708979.082,25.196,134041654,2e-05
247596.434,6709028.329,24.205,134041654,2e-05
247603.327,6708977.956,25.987,134041654,2e-05
247601.41,6709081.791,26.831000000000003,134041654,2e-05
247431.703,6709318.337,6.917999999999999,134041654,2e-05
247474.076,6709181.941,27.43,134041654,2e-05
247449.002,6709182.748,25.701,134041654,2e-05
247495.113,6709210.768,23.033,134041654,2e-05
247438.106,6709227.207,15.631,134041654,2e-05
247689.314,6709106.452,19.843,134041654,2e-05
247757.31,6708937.957,17.349,134041654,2e-05
247614.8,6708864.376,23.931,134041654,2e-05
247481.095,6709270.133,9.885,134041654,2e-05
247503.0,6709175.0,29.654,65549779,2e-05
247525.0,6709175.0,30.184,65549779,2e-05
247459.0,6709153.0,30.461,65549779,2e-05
247481.0,6709153.0,31.396,65549779,2e-05
247503.0,6709153.0,30.401,65549779,2e-05
247525.0,6709153.0,30.619,65549779,2e-05
247547.0,6709153.0,30.136,65549779,2e-05
247437.0,6709131.0,31.05,65549779,2e-05
247459.0,6709131.0,31.358,65549779,2e-05
247481.0,6709131.0,31.379,65549779,2e-05
247503.0,6709131.0,31.351,65549779,2e-05
247525.0,6709131.0,32.11,65549779,2e-05
247547.0,6709131.0,31.263,65549779,2e-05
247437.0,6709109.0,30.528,65549779,2e-05
247459.0,6709109.0,31.571,65549779,2e-05
247481.0,6709109.0,32.246,65549779,2e-05
247503.0,6709109.0,31.277,65549779,2e-05
247525.0,6709109.0,32.262,65549779,2e-05
247547.0,6709109.0,32.297,65549779,2e-05
247569.0,6709109.0,31.068,65549779,2e-05
247437.0,6709087.0,30.678,65549779,2e-05
247459.0,6709087.0,29.73,65549779,2e-05
247481.0,6709087.0,30.391,65549779,2e-05
247503.0,6709087.0,30.233,65549779,2e-05
247525.0,6709087.0,30.588,65549779,2e-05
247547.0,6709087.0,30.562,65549779,2e-05
247437.0,6709065.0,30.837,65549779,2e-05
247459.0,6709065.0,30.859,65549779,2e-05
247481.0,6709065.0,30.773,65549779,2e-05
247503.0,6709065.0,30.033,65549779,2e-05
247437.0,6709043.0,31.283,65549779,2e-05
247459.0,6709043.0,31.165,65549779,2e-05
247481.0,6709043.0,30.864,65549779,2e-05
247437.0,6709021.0,30.963,65549779,2e-05
247657.0,6709351.0,33.585,65549779,2e-05
247679.0,6709351.0,35.949,65549779,2e-05
247701.0,6709351.0,39.716,65549779,2e-05
247723.0,6709351.0,42.762,65549779,2e-05
247745.0,6709351.0,43.468,65549779,2e-05
247767.0,6709351.0,42.854,65549779,2e-05
247789.0,6709351.0,43.156,65549779,2e-05
247811.0,6709351.0,43.128,65549779,2e-05
247833.0,6709351.0,42.328,65549779,2e-05
247855.0,6709351.0,42.35,65549779,2e-05
247877.0,6709351.0,42.088,65549779,2e-05
247899.0,6709351.0,41.819,65549779,2e-05
247635.0,6709329.0,33.748,65549779,2e-05
247657.0,6709329.0,38.67,65549779,2e-05
247679.0,6709329.0,41.683,65549779,2e-05
247701.0,6709329.0,43.913,65549779,2e-05
247723.0,6709329.0,44.884,65549779,2e-05
247745.0,6709329.0,45.88,65549779,2e-05
247767.0,6709329.0,45.729,65549779,2e-05
247789.0,6709329.0,45.177,65549779,2e-05
247811.0,6709329.0,46.07,65549779,2e-05
247833.0,6709329.0,45.53,65549779,2e-05
247855.0,6709329.0,44.3,65549779,2e-05
247877.0,6709329.0,44.266,65549779,2e-05
247899.0,6709329.0,44.223,65549779,2e-05
247635.0,6709307.0,35.385,65549779,2e-05
247657.0,6709307.0,42.428,65549779,2e-05
247679.0,6709307.0,42.826,65549779,2e-05
247701.0,6709307.0,44.553,65549779,2e-05
247723.0,6709307.0,45.357,65549779,2e-05
247745.0,6709307.0,46.13,65549779,2e-05
247767.0,6709307.0,45.988,65549779,2e-05
247789.0,6709307.0,45.408,65549779,2e-05
247811.0,6709307.0,46.499,65549779,2e-05
247833.0,6709307.0,46.013,65549779,2e-05
247855.0,6709307.0,45.798,65549779,2e-05
247877.0,6709307.0,44.966,65549779,2e-05
